range,code,event_date,y_prob,y_pred,close_t,close_t+1,close_t+2,close_t+3,close_t+4,close_t+5,
"[0.85,1.00]",2413,7/3/25,0.8769607,1,6.14,5.9,5.8,5.91,5.84,5.74,0
"[0.85,1.00]",2424,8/1/25,0.86056626,1,6.53,6.65,6.2,6,6.02,,1
"[0.85,1.00]",2426,6/24/25,0.87380415,1,3.44,3.3,3.25,3.35,3.39,3.31,0
"[0.85,1.00]",2437,8/1/25,0.85230196,1,4.04,3.81,3.75,3.64,3.55,,0
"[0.85,1.00]",2467,6/27/25,0.8525405,1,6.41,6.47,6.36,6.48,6.38,6.47,1
"[0.85,1.00]",2476,6/19/25,0.8649906,1,5.23,5.4,5.67,5.1,4.82,4.94,1
"[0.85,1.00]",2476,6/23/25,0.85094196,1,5.67,5.1,4.82,4.94,4.82,4.87,0
"[0.85,1.00]",2490,6/13/25,0.8620133,1,4.35,4.79,5.27,5.8,6.38,7.02,1
"[0.85,1.00]",2490,6/16/25,0.9502425,1,4.79,5.27,5.8,6.38,7.02,7.72,1
"[0.85,1.00]",2490,6/17/25,0.93450445,1,5.27,5.8,6.38,7.02,7.72,6.95,1
"[0.85,1.00]",2490,6/18/25,0.9332583,1,5.8,6.38,7.02,7.72,6.95,6.34,1
"[0.85,1.00]",2490,6/20/25,0.93555355,1,7.02,7.72,6.95,6.34,6.8,6.23,1
"[0.85,1.00]",2490,6/23/25,0.9333208,1,7.72,6.95,6.34,6.8,6.23,6.36,0
"[0.85,1.00]",2490,6/25/25,0.8638164,1,6.34,6.8,6.23,6.36,6.14,6.27,1
"[0.85,1.00]",2490,6/26/25,0.8974705,1,6.8,6.23,6.36,6.14,6.27,6.08,0
"[0.85,1.00]",2492,6/17/25,0.85689974,1,6.89,6.46,5.96,6.02,6.28,5.92,0
"[0.85,1.00]",2497,7/22/25,0.8527777,1,14.53,15.5,14.79,15.59,15.75,15.57,1
"[0.85,1.00]",2537,6/23/25,0.88484234,1,9.47,10.42,11.46,11.08,10.81,11.08,1
"[0.85,1.00]",2542,7/17/25,0.8543942,1,3.69,3.81,4.19,4.61,4.55,5.01,1
"[0.85,1.00]",2542,7/21/25,0.8517686,1,4.19,4.61,4.55,5.01,4.51,4.09,1
"[0.85,1.00]",2542,7/22/25,0.9451385,1,4.61,4.55,5.01,4.51,4.09,4.06,1
"[0.85,1.00]",2546,7/10/25,0.8668178,1,6.31,6.09,6.08,6.11,5.98,5.99,0
"[0.85,1.00]",2549,7/1/25,0.9009273,1,11.33,12.46,13.26,11.93,11.58,11.81,1
"[0.85,1.00]",2549,7/2/25,0.89016926,1,12.46,13.26,11.93,11.58,11.81,11.62,1
"[0.85,1.00]",2549,7/7/25,0.8528012,1,11.58,11.81,11.62,11.46,11.48,11.4,1
"[0.85,1.00]",2550,6/13/25,0.90069777,1,10.23,9.43,9.08,8.54,8.45,8.63,0
"[0.85,1.00]",2550,7/16/25,0.86087996,1,10.69,11.38,11.97,12.27,11.58,11.39,1
"[0.85,1.00]",2550,7/17/25,0.8598704,1,11.38,11.97,12.27,11.58,11.39,11.23,1
"[0.85,1.00]",2550,7/18/25,0.8812847,1,11.97,12.27,11.58,11.39,11.23,11.26,1
"[0.85,1.00]",2551,8/7/25,0.868836,1,4.22,,,,,,0
"[0.85,1.00]",2556,6/12/25,0.8938558,1,7.47,6.72,6.53,6.46,6.22,6,0
"[0.85,1.00]",2562,7/7/25,0.8942404,1,5.96,5.85,6.28,6.09,5.69,6.26,1
"[0.85,1.00]",2562,7/9/25,0.8507219,1,6.28,6.09,5.69,6.26,6.51,6.24,1
"[0.85,1.00]",2562,7/14/25,0.85751826,1,6.26,6.51,6.24,6.28,6.22,6.27,1
"[0.85,1.00]",2565,6/24/25,0.8589633,1,6.13,5.9,5.89,5.98,6.13,6.15,1
"[0.85,1.00]",2579,6/19/25,0.89366984,1,9.91,10.9,11.5,12.65,11.92,12.52,1
"[0.85,1.00]",2579,6/20/25,0.9174998,1,10.9,11.5,12.65,11.92,12.52,13.77,1
"[0.85,1.00]",2579,6/23/25,0.8711167,1,11.5,12.65,11.92,12.52,13.77,15.15,1
"[0.85,1.00]",2579,6/24/25,0.8866152,1,12.65,11.92,12.52,13.77,15.15,13.68,1
"[0.85,1.00]",2579,6/26/25,0.8866826,1,12.52,13.77,15.15,13.68,14.18,15.6,1
"[0.85,1.00]",2579,6/30/25,0.86310107,1,15.15,13.68,14.18,15.6,15.53,14.9,1
"[0.85,1.00]",2579,7/3/25,0.8918038,1,15.6,15.53,14.9,15.53,14.78,13.3,0
"[0.85,1.00]",2581,7/3/25,0.85879534,1,10.86,11.02,11.02,10.47,9.95,9.45,1
"[0.85,1.00]",2596,7/21/25,0.8551998,1,4.69,4.93,4.44,4.88,4.45,4.2,1
"[0.85,1.00]",2596,7/22/25,0.86146575,1,4.93,4.44,4.88,4.45,4.2,4.1,0
"[0.85,1.00]",2596,7/24/25,0.9041566,1,4.88,4.45,4.2,4.1,4.05,3.93,0
"[0.85,1.00]",2615,6/12/25,0.8582559,1,9.32,10.25,10.66,9.59,8.81,8.16,1
"[0.85,1.00]",2615,6/13/25,0.90661806,1,10.25,10.66,9.59,8.81,8.16,7.94,1
"[0.85,1.00]",2615,6/16/25,0.8881992,1,10.66,9.59,8.81,8.16,7.94,8.06,0
"[0.85,1.00]",2623,7/3/25,0.92742294,1,18.88,20.77,22.38,24.62,25.59,24.31,1
"[0.85,1.00]",2623,7/14/25,0.8749827,1,28.64,25.78,26.4,25.52,22.97,22.44,0
"[0.85,1.00]",2636,7/4/25,0.94866264,1,11.34,12.47,13.72,15.09,15.15,13.64,1
"[0.85,1.00]",2636,7/7/25,0.91532177,1,12.47,13.72,15.09,15.15,13.64,12.36,1
"[0.85,1.00]",2636,7/8/25,0.90090203,1,13.72,15.09,15.15,13.64,12.36,12.36,1
"[0.85,1.00]",2636,7/9/25,0.96112484,1,15.09,15.15,13.64,12.36,12.36,12.08,1
"[0.85,1.00]",2640,7/9/25,0.8777089,1,5.45,6,6.03,5.63,5.47,5.41,1
"[0.85,1.00]",2640,7/10/25,0.9150791,1,6,6.03,5.63,5.47,5.41,5.69,1
"[0.85,1.00]",2644,7/29/25,0.87062114,1,10.69,11.76,10.58,10.43,10.88,10.21,1
"[0.85,1.00]",2644,7/30/25,0.90092325,1,11.76,10.58,10.43,10.88,10.21,9.61,0
"[0.85,1.00]",2645,7/11/25,0.86007637,1,10.45,11.5,12.65,13.92,13.03,14.33,1
"[0.85,1.00]",2645,7/14/25,0.9040072,1,11.5,12.65,13.92,13.03,14.33,15.76,1
"[0.85,1.00]",2645,7/15/25,0.91202015,1,12.65,13.92,13.03,14.33,15.76,14.7,1
"[0.85,1.00]",2645,7/16/25,0.94603884,1,13.92,13.03,14.33,15.76,14.7,15.05,1
"[0.85,1.00]",2645,7/18/25,0.9271236,1,14.33,15.76,14.7,15.05,15.54,14.73,1
"[0.85,1.00]",2645,7/21/25,0.89746594,1,15.76,14.7,15.05,15.54,14.73,15.14,0
"[0.85,1.00]",2645,7/23/25,0.85081244,1,15.05,15.54,14.73,15.14,15.6,14.34,1
"[0.85,1.00]",2651,8/6/25,0.8830827,1,14.75,14.05,,,,,0
"[0.85,1.00]",2651,8/7/25,0.8605272,1,14.05,,,,,,0
"[0.85,1.00]",2652,7/23/25,0.87077445,1,3.69,3.74,3.85,3.92,3.9,4.17,1
"[0.85,1.00]",2652,8/1/25,0.88462484,1,4.2,4.12,4.02,3.98,3.9,,0
"[0.85,1.00]",2657,6/23/25,0.8827761,1,26.52,27.08,28.46,28.85,28.38,27.94,1
"[0.85,1.00]",2657,6/24/25,0.86228204,1,27.08,28.46,28.85,28.38,27.94,26.94,1
"[0.85,1.00]",2657,7/10/25,0.8597712,1,31.79,33.33,30.43,29.93,31.5,31.01,1
"[0.85,1.00]",2658,7/1/25,0.8701425,1,8.61,9.47,10.42,9.38,8.45,8.48,1
"[0.85,1.00]",2658,7/2/25,0.9185521,1,9.47,10.42,9.38,8.45,8.48,8.23,1
"[0.85,1.00]",2658,7/3/25,0.91729635,1,10.42,9.38,8.45,8.48,8.23,8.16,0
"[0.85,1.00]",2669,7/2/25,0.85674274,1,14.04,13.88,12.49,12.76,12.8,12.67,0
"[0.85,1.00]",2670,6/25/25,0.8519256,1,14.48,15.93,16.01,15.05,15.66,14.36,1
"[0.85,1.00]",2670,6/26/25,0.87297165,1,15.93,16.01,15.05,15.66,14.36,14.74,1
"[0.85,1.00]",2703,6/25/25,0.865487,1,14.01,13,13.11,13.12,12.84,12.62,0
"[0.85,1.00]",2716,7/14/25,0.8963299,1,4.85,4.7,4.58,4.54,4.65,4.66,0
"[0.85,1.00]",2721,7/3/25,0.92189306,1,3.65,4.02,4.42,4.75,4.9,4.5,1
"[0.85,1.00]",2724,7/2/25,0.8522427,1,8.64,8.72,7.87,7.79,7.78,7.74,1
"[0.85,1.00]",2731,6/16/25,0.8989067,1,17.28,15.79,15.64,14.9,14.4,15.13,0
"[0.85,1.00]",2734,6/11/25,0.88485706,1,22.61,22.93,20.64,22.7,22.49,22.5,1
"[0.85,1.00]",2734,6/12/25,0.8627982,1,22.93,20.64,22.7,22.49,22.5,20.25,0
"[0.85,1.00]",2734,6/16/25,0.8685684,1,22.7,22.49,22.5,20.25,18.23,18.85,0
"[0.85,1.00]",2735,7/9/25,0.8555268,1,16.56,16.38,17.05,16.62,16.21,16.14,1
"[0.85,1.00]",2759,6/24/25,0.86113524,1,9.45,10.4,11.44,10.41,10.05,9.8,1
"[0.85,1.00]",2759,6/25/25,0.8927252,1,10.4,11.44,10.41,10.05,9.8,9.55,1
"[0.85,1.00]",2759,6/26/25,0.92898715,1,11.44,10.41,10.05,9.8,9.55,9.46,0
"[0.85,1.00]",2769,6/26/25,0.8706528,1,10.2,10.02,9.68,9.2,8.93,9.03,0
"[0.85,1.00]",2774,7/16/25,0.9082492,1,10.25,9.79,9.55,9.61,9.41,9.25,0
"[0.85,1.00]",2775,7/25/25,0.85595316,1,4.52,4.24,4.14,4,4.4,4.84,1
"[0.85,1.00]",2775,7/31/25,0.85514045,1,4.4,4.84,5.32,5.85,5.76,5.18,1
"[0.85,1.00]",2775,8/1/25,0.89875627,1,4.84,5.32,5.85,5.76,5.18,,1
"[0.85,1.00]",2775,8/4/25,0.88909787,1,5.32,5.85,5.76,5.18,,,1
"[0.85,1.00]",2775,8/5/25,0.91840094,1,5.85,5.76,5.18,,,,0
"[0.85,1.00]",2778,7/21/25,0.8551099,1,19.14,19.14,21.05,19.97,19.01,19.12,1
"[0.85,1.00]",2783,7/22/25,0.87839335,1,10.96,11.03,10.95,10.39,10.29,10.27,1
"[0.85,1.00]",2799,8/1/25,0.8710312,1,10.16,9.3,8.73,8.53,8.5,,0
"[0.85,1.00]",2800,6/23/25,0.896211,1,15.82672572,14.2699986,14.7,14.24,14.1,14.1,0
"[0.85,1.00]",2806,6/26/25,0.85489607,1,14.38,13.53,13.35,13.01,12.81,12.92,0
"[0.85,1.00]",2811,8/1/25,0.85516244,1,11.66,12.28,11.57,11.92,12.33,,1
"[0.85,1.00]",2826,6/12/25,0.92369294,1,23.63021535,22.35559775,23.301603,24.28744005,23.4808461,23.92895385,1
"[0.85,1.00]",2826,6/13/25,0.87076974,1,22.35559775,23.301603,24.28744005,23.4808461,23.92895385,24.5961365,1
"[0.85,1.00]",2826,7/25/25,0.880658,1,22.99,22.27,22.48,21.54,21.7,21.85,0
"[0.85,1.00]",2827,7/21/25,0.8858096,1,42.45,46.7,51.37,56.51,53.96,49.31,1
"[0.85,1.00]",2828,6/13/25,0.86114264,1,10.09,11.1,12.21,13.43,13.48,12.13,1
"[0.85,1.00]",2828,6/16/25,0.899463,1,11.1,12.21,13.43,13.48,12.13,13.07,1
"[0.85,1.00]",2828,6/17/25,0.916823,1,12.21,13.43,13.48,12.13,13.07,11.76,1
"[0.85,1.00]",2828,6/18/25,0.91148484,1,13.43,13.48,12.13,13.07,11.76,10.62,1
"[0.85,1.00]",2828,6/23/25,0.8614064,1,13.07,11.76,10.62,11.06,10.42,10.64,0
"[0.85,1.00]",2846,6/23/25,0.8709416,1,14.91,16.4,18.04,18.83,19.7,19.96,1
"[0.85,1.00]",2846,6/24/25,0.879069,1,16.4,18.04,18.83,19.7,19.96,17.96,1
"[0.85,1.00]",2846,6/25/25,0.93209356,1,18.04,18.83,19.7,19.96,17.96,16.34,1
"[0.85,1.00]",2846,6/26/25,0.86844677,1,18.83,19.7,19.96,17.96,16.34,16.94,1
"[0.85,1.00]",2846,6/27/25,0.88702106,1,19.7,19.96,17.96,16.34,16.94,16.22,1
"[0.85,1.00]",2846,6/30/25,0.88576674,1,19.96,17.96,16.34,16.94,16.22,16.36,0
"[0.85,1.00]",2878,6/11/25,0.9274244,1,20.6,22.66,24.93,27.42,25.14,23.02,1
"[0.85,1.00]",2878,6/12/25,0.898532,1,22.66,24.93,27.42,25.14,23.02,23.09,1
"[0.85,1.00]",2878,6/13/25,0.93908924,1,24.93,27.42,25.14,23.02,23.09,20.78,1
"[0.85,1.00]",2878,6/16/25,0.93156815,1,27.42,25.14,23.02,23.09,20.78,20.85,0
"[0.85,1.00]",2882,6/23/25,0.86118126,1,30.66,33.73,34.95,34,37.4,39.5,1
"[0.85,1.00]",2882,7/1/25,0.8685288,1,35.98,34.76,36.53,33.95,35.92,35.3,1
"[0.85,1.00]",2883,7/22/25,0.88380194,1,13.87,15.26,16.79,15.11,13.6,13.75,1
"[0.85,1.00]",2883,7/23/25,0.8856387,1,15.26,16.79,15.11,13.6,13.75,13.25,1
"[0.85,1.00]",2883,7/24/25,0.9022767,1,16.79,15.11,13.6,13.75,13.25,12.68,0
"[0.85,1.00]",2896,7/21/25,0.8554993,1,88.28,88.35,84.41,83.67,82.61,84.45,1
"[0.85,1.00]",2908,7/14/25,0.9101066,1,12.96,12.38,11.84,11.45,11.25,11.29,0
"[0.85,1.00]",2908,7/15/25,0.852798,1,12.38,11.84,11.45,11.25,11.29,11.08,0
"[0.85,1.00]",2915,8/5/25,0.8552689,1,22.21,24.43,26.87,,,,1
"[0.85,1.00]",2915,8/6/25,0.8786088,1,24.43,26.87,,,,,1
"[0.85,1.00]",2915,8/7/25,0.9314229,1,26.87,,,,,,0
"[0.85,1.00]",2917,7/22/25,0.86301255,1,17.05,16.02,15.72,15.16,15.18,15.1,0
"[0.85,1.00]",2921,6/25/25,0.8922143,1,16.17,15.25,15.28,15.39,15.1,15.1,0
"[0.85,1.00]",2940,6/11/25,0.8984341,1,26.11,27.1,26.35,28.99,29.01,28,1
"[0.85,1.00]",2940,6/12/25,0.87292385,1,27.1,26.35,28.99,29.01,28,29.04,1
"[0.85,1.00]",2940,6/16/25,0.87758285,1,28.99,29.01,28,29.04,31.94,32.01,1
"[0.85,1.00]",2951,6/13/25,0.86970794,1,13.52569044,14.88213504,14.94026838,15.26000175,13.73,12.36,1
"[0.85,1.00]",2951,6/16/25,0.8710646,1,14.88213504,14.94026838,15.26000175,13.73,12.36,12.24,1
"[0.85,1.00]",2951,7/9/25,0.88767636,1,17.3,18.58,16.72,15.97,17.57,19.33,1
"[0.85,1.00]",2951,7/15/25,0.87404025,1,17.57,19.33,18.21,17.52,18.5,16.65,1
"[0.85,1.00]",2955,6/11/25,0.877693,1,28.04,26.65,26.2,26.22,25.6,24.85,0
"[0.85,1.00]",2987,6/25/25,0.8651714,1,18.21,20.03,20.51,20.85,18.99,19.63,1
"[0.85,1.00]",2987,6/27/25,0.8892215,1,20.51,20.85,18.99,19.63,21.18,23.3,1
"[0.85,1.00]",2987,6/30/25,0.8840241,1,20.85,18.99,19.63,21.18,23.3,25.63,1
"[0.85,1.00]",2987,7/1/25,0.89684814,1,18.99,19.63,21.18,23.3,25.63,25.18,1
"[0.85,1.00]",2987,7/2/25,0.8799401,1,19.63,21.18,23.3,25.63,25.18,26.72,1
"[0.85,1.00]",2987,7/7/25,0.86450166,1,25.63,25.18,26.72,24.82,24.6,22.61,1
"[0.85,1.00]",3001,7/23/25,0.9137141,1,37.18,35.89,32.3,31.7,31.4,30.19,0
"[0.85,1.00]",3003,7/8/25,0.9191348,1,13.95,13.52,13.33,12.5,12.84,12.37,0
"[0.85,1.00]",3015,7/1/25,0.85232204,1,17.45,16.99,17.66,17.29,17.03,17.43,1
"[0.85,1.00]",3023,7/24/25,0.8788169,1,24.92,27.41,28.53,26.64,28.17,25.35,1
"[0.85,1.00]",3029,6/23/25,0.8681888,1,26.16,28.78,31.66,34.83,32.16,31.8,1
"[0.85,1.00]",3037,7/15/25,0.8772698,1,9.45,9.8,8.84,8.72,9.59,10.55,1
"[0.85,1.00]",3037,7/22/25,0.86887586,1,10.55,10.46,10.3,9.45,9.35,9.37,0
"[0.85,1.00]",3040,6/16/25,0.8941675,1,17.9,18.2,20.02,21.21,23.33,24.78,1
"[0.85,1.00]",3040,6/18/25,0.8899734,1,20.02,21.21,23.33,24.78,23.62,22.13,1
"[0.85,1.00]",3040,6/19/25,0.86308306,1,21.21,23.33,24.78,23.62,22.13,24.34,1
"[0.85,1.00]",3040,6/20/25,0.868813,1,23.33,24.78,23.62,22.13,24.34,23.22,1
"[0.85,1.00]",3040,6/23/25,0.85235494,1,24.78,23.62,22.13,24.34,23.22,24.25,0
"[0.85,1.00]",3040,6/24/25,0.86083305,1,23.62,22.13,24.34,23.22,24.25,25.24,1
"[0.85,1.00]",3040,6/26/25,0.86022633,1,24.34,23.22,24.25,25.24,22.72,23.8,1
"[0.85,1.00]",3040,7/14/25,0.8806822,1,27.17,29.89,28.05,27.51,26.02,25.31,1
"[0.85,1.00]",300008,6/30/25,0.8631733,1,7.39,7.34,7.46,7.09,6.88,7.01,1
"[0.85,1.00]",300016,6/17/25,0.86561275,1,10.43,9.23,8.49,8.67,8.92,9.8,0
"[0.85,1.00]",300019,7/10/25,0.90097094,1,24.32,22.47,22.93,21.9,22.52,22.37,0
"[0.85,1.00]",300021,7/22/25,0.85235345,1,5.83,6.61,6.21,6.39,6.96,6.63,1
"[0.85,1.00]",300021,7/23/25,0.8761654,1,6.61,6.21,6.39,6.96,6.63,6.21,1
"[0.85,1.00]",300043,6/11/25,0.9021761,1,5.49,5.11,4.55,5.19,4.88,4.76,0
"[0.85,1.00]",300046,6/18/25,0.9057654,1,31.8,31.8,33.6,35.18,34.9,41.88,1
"[0.85,1.00]",300046,6/19/25,0.8825475,1,31.8,33.6,35.18,34.9,41.88,42.9,1
"[0.85,1.00]",300046,6/24/25,0.9186152,1,34.9,41.88,42.9,43.33,44.25,45.9,1
"[0.85,1.00]",300066,7/18/25,0.87624663,1,6.51,6.79,6.31,6.24,6.63,6.34,1
"[0.85,1.00]",300069,8/7/25,0.86316246,1,27.38,,,,,,0
"[0.85,1.00]",300072,6/23/25,0.861871,1,3.71,3.54,3.55,3.6,3.48,3.53,0
"[0.85,1.00]",300086,7/24/25,0.89988273,1,7.56,7.61,7.94,8,8.48,8.39,1
"[0.85,1.00]",300086,7/28/25,0.8675691,1,7.94,8,8.48,8.39,7.79,7.87,1
"[0.85,1.00]",300086,7/30/25,0.87943953,1,8.48,8.39,7.79,7.87,7.58,7.53,0
"[0.85,1.00]",300095,6/30/25,0.85480183,1,10.36,9.97,10.33,9.84,9.58,9.58,0
"[0.85,1.00]",300095,7/22/25,0.8568801,1,12.73,11.23,11.48,10.9,11.02,10.91,0
"[0.85,1.00]",300130,6/24/25,0.8678273,1,33.03521577,37.800006,36.05,34.99,35.53,32.94,1
"[0.85,1.00]",300139,6/13/25,0.892516,1,23,21.98,21.23,21.35,20.62,19.64,0
"[0.85,1.00]",300149,7/29/25,0.8920167,1,13.61,13.75,14.24,13.3,13.19,12.99,1
"[0.85,1.00]",300152,7/23/25,0.87654155,1,2.78,2.82,3.09,3.01,3.07,2.92,1
"[0.85,1.00]",300158,7/24/25,0.8882608,1,6.45,7.03,7.21,7.69,7.39,8.62,1
"[0.85,1.00]",300158,7/29/25,0.87649035,1,7.69,7.39,8.62,8.15,8.2,8.07,1
"[0.85,1.00]",300158,7/31/25,0.91716915,1,8.62,8.15,8.2,8.07,7.55,7.38,0
"[0.85,1.00]",300158,8/1/25,0.87173885,1,8.15,8.2,8.07,7.55,7.38,,1
"[0.85,1.00]",300164,6/13/25,0.8727511,1,5.06,6.07,7.04,7.4,8.24,7.19,1
"[0.85,1.00]",300164,6/16/25,0.9116772,1,6.07,7.04,7.4,8.24,7.19,7.74,1
"[0.85,1.00]",300174,7/22/25,0.8739033,1,15.73,15.73,15.73,16.06,15.78,15.57,1
"[0.85,1.00]",300174,7/23/25,0.8739033,1,15.73,15.73,16.06,15.78,15.57,15.33,1
"[0.85,1.00]",300174,7/24/25,0.8739033,1,15.73,16.06,15.78,15.57,15.33,15.04,1
"[0.85,1.00]",300180,7/7/25,0.8720441,1,9.86,9.95,9.8,9.52,9.81,9.81,1
"[0.85,1.00]",300191,6/17/25,0.902972,1,22.66,22.59,23.12,21.16,21.84,18.77,1
"[0.85,1.00]",300191,6/18/25,0.8547987,1,22.59,23.12,21.16,21.84,18.77,18.59,1
"[0.85,1.00]",300205,7/28/25,0.86211145,1,5.34,5.44,5.31,5.31,5.36,5.29,1
"[0.85,1.00]",300225,8/7/25,0.8771412,1,4.28,,,,,,0
"[0.85,1.00]",300237,6/11/25,0.8539207,1,2.08,2.5,2.34,2.26,2.12,2.05,1
"[0.85,1.00]",300267,7/28/25,0.861487,1,4.34,4.26,4.47,4.69,4.24,4.29,1
"[0.85,1.00]",300281,6/11/25,0.8596099,1,9.2790564,8.86000224,8.54,8.7,8.47,7.97,0
"[0.85,1.00]",300289,7/31/25,0.86511236,1,7.04,8.45,10.14,9.19,8.14,9.77,1
"[0.85,1.00]",300299,6/13/25,0.8929024,1,7.26,7.41,7.41,7.3,7.22,7,1
"[0.85,1.00]",300324,7/3/25,0.87587374,1,5.39,5.06,4.86,4.89,4.72,4.66,0
"[0.85,1.00]",300329,7/29/25,0.87608147,1,9.26,9.03,9.17,11,11.37,12.05,1
"[0.85,1.00]",300329,7/30/25,0.88102806,1,9.03,9.17,11,11.37,12.05,12.44,1
"[0.85,1.00]",300329,7/31/25,0.85791916,1,9.17,11,11.37,12.05,12.44,12.9,1
"[0.85,1.00]",300329,8/7/25,0.86420983,1,12.9,,,,,,0
"[0.85,1.00]",300333,6/11/25,0.8623483,1,13.74,16.49,15.22,16,16.31,15.18,1
"[0.85,1.00]",300333,6/13/25,0.8601793,1,15.22,16,16.31,15.18,14.46,13.95,1
"[0.85,1.00]",300335,7/7/25,0.8594545,1,7.09,6.65,6.75,6.24,6.25,6.26,0
"[0.85,1.00]",300340,6/13/25,0.8714449,1,15.84,16.18,17.5,15.93,17.2,20.64,1
"[0.85,1.00]",300340,6/18/25,0.8871177,1,15.93,17.2,20.64,19.77,20.98,19.68,1
"[0.85,1.00]",300340,6/27/25,0.8725299,1,19.03,21.8,19.57,18.84,20.1,18.34,1
"[0.85,1.00]",300344,7/16/25,0.85172594,1,4.79,5.75,5.29,5.04,4.79,5.75,1
"[0.85,1.00]",300344,7/17/25,0.90779936,1,5.75,5.29,5.04,4.79,5.75,5.54,0
"[0.85,1.00]",300344,7/24/25,0.8605982,1,5.54,6,6.06,6.15,5.94,5.91,1
"[0.85,1.00]",300348,6/26/25,0.8836167,1,17.97,17.15,17.39,16.45,16.05,16,0
"[0.85,1.00]",300368,6/19/25,0.85725087,1,9.92,9.54,10.53,11.29,13.55,12.34,1
"[0.85,1.00]",300370,6/27/25,0.8762356,1,3.36,3.2,3.36,3.29,3.31,3.09,0
"[0.85,1.00]",300370,7/1/25,0.8791804,1,3.36,3.29,3.31,3.09,3.1,3.12,0
"[0.85,1.00]",300386,6/16/25,0.88207936,1,20.85,20.82,21.41,20,19.75,21.11,1
