range,code,event_date,y_prob,y_pred,close_t,close_t+1,close_t+2,close_t+3,close_t+4,close_t+5,
"[0.85,1.00]",300386,6/18/25,0.8533869,1,21.41,20,19.75,21.11,21.09,22.12,1
"[0.85,1.00]",300386,6/19/25,0.8568663,1,20,19.75,21.11,21.09,22.12,23.38,1
"[0.85,1.00]",300386,6/26/25,0.8675778,1,23.38,22.11,22.32,21.7,20.97,20.95,0
"[0.85,1.00]",300397,6/26/25,0.86756957,1,13.65,13.95,14.51,14.11,13.96,13.73,1
"[0.85,1.00]",300405,7/1/25,0.8500346,1,6.55,5.95,5.78,5.73,5.85,5.86,0
"[0.85,1.00]",300411,7/22/25,0.85379523,1,16.08,15.77,15.14,14.12,14.16,14.23,0
"[0.85,1.00]",300414,6/27/25,0.8968913,1,12.9,15.48,14.26,13.01,12.7,12.72,1
"[0.85,1.00]",300414,7/29/25,0.89271814,1,16.03,15.47,14.95,15.54,15.19,15.05,0
"[0.85,1.00]",300414,8/6/25,0.87030727,1,16.38,15.63,,,,,0
"[0.85,1.00]",300436,7/22/25,0.86045337,1,69.42,72.7,73.2,74.99,85.25,92.22,1
"[0.85,1.00]",300436,7/23/25,0.85768604,1,72.7,73.2,74.99,85.25,92.22,97,1
"[0.85,1.00]",300436,7/28/25,0.87908214,1,85.25,92.22,97,114.5,102.3,120.9,1
"[0.85,1.00]",300436,7/29/25,0.89801043,1,92.22,97,114.5,102.3,120.9,123.55,1
"[0.85,1.00]",300472,6/26/25,0.884793,1,3.01,2.95,3.06,3.67,4.4,4.47,1
"[0.85,1.00]",300472,7/1/25,0.9078021,1,3.67,4.4,4.47,5,4.94,4.53,1
"[0.85,1.00]",300486,8/1/25,0.8558598,1,14.16,16.99,20.39,17.04,17.45,,1
"[0.85,1.00]",300486,8/4/25,0.8688449,1,16.99,20.39,17.04,17.45,,,1
"[0.85,1.00]",300486,8/5/25,0.957683,1,20.39,17.04,17.45,,,,0
"[0.85,1.00]",300486,8/6/25,0.9500202,1,17.04,17.45,,,,,1
"[0.85,1.00]",300486,8/7/25,0.9529934,1,17.45,,,,,,0
"[0.85,1.00]",300490,7/21/25,0.8613902,1,10.17,9.89,9.67,10.72,10.04,9.87,1
"[0.85,1.00]",300519,8/1/25,0.85583913,1,19.8,20.05,18.43,17.88,17.47,,1
"[0.85,1.00]",300522,7/17/25,0.8932329,1,16.9,16.75,16.74,16.42,15.58,15.55,0
"[0.85,1.00]",300527,7/1/25,0.8501675,1,10.96,12.4,11.1,10.52,11.8,11.17,1
"[0.85,1.00]",300527,7/2/25,0.8867452,1,12.4,11.1,10.52,11.8,11.17,10.93,0
"[0.85,1.00]",300527,7/3/25,0.8959764,1,11.1,10.52,11.8,11.17,10.93,11.1,1
"[0.85,1.00]",300527,7/4/25,0.8539807,1,10.52,11.8,11.17,10.93,11.1,11.35,1
"[0.85,1.00]",300527,7/7/25,0.87948346,1,11.8,11.17,10.93,11.1,11.35,11.41,0
"[0.85,1.00]",300527,7/31/25,0.85187167,1,12.51,10.01,9.43,9.25,9.44,9.44,0
"[0.85,1.00]",300528,6/12/25,0.8510124,1,11.62,10.61,10.77,10.41,10.08,10.1,0
"[0.85,1.00]",300528,7/24/25,0.87418926,1,14.27,14.65,17.58,21.1,25.32,23.22,1
"[0.85,1.00]",300528,7/25/25,0.86710125,1,14.65,17.58,21.1,25.32,23.22,21.35,1
"[0.85,1.00]",300528,7/28/25,0.9496127,1,17.58,21.1,25.32,23.22,21.35,18.93,1
"[0.85,1.00]",300528,7/29/25,0.9032237,1,21.1,25.32,23.22,21.35,18.93,17.77,1
"[0.85,1.00]",300528,7/30/25,0.97161,1,25.32,23.22,21.35,18.93,17.77,17.84,0
"[0.85,1.00]",300528,8/1/25,0.94899195,1,21.35,18.93,17.77,17.84,17.6,,0
"[0.85,1.00]",300528,8/6/25,0.8619105,1,17.84,17.6,,,,,0
"[0.85,1.00]",300533,7/15/25,0.8591365,1,39.86,37.68,38.04,36.36,37.39,36.44,0
"[0.85,1.00]",300537,6/30/25,0.86980706,1,25.63,27.61,28.65,25.38,25.71,28.01,1
"[0.85,1.00]",300537,7/1/25,0.8562788,1,27.61,28.65,25.38,25.71,28.01,27.34,1
"[0.85,1.00]",300537,7/2/25,0.85358673,1,28.65,25.38,25.71,28.01,27.34,29,1
"[0.85,1.00]",300537,7/7/25,0.876571,1,28.01,27.34,29,29.3,27.98,25.98,1
"[0.85,1.00]",300537,7/9/25,0.8629426,1,29,29.3,27.98,25.98,25.75,24.58,1
"[0.85,1.00]",300539,7/24/25,0.868664,1,19.76,23.71,24.77,29.5,28.52,27.94,1
"[0.85,1.00]",300539,7/28/25,0.85175395,1,24.77,29.5,28.52,27.94,23.75,23.97,1
"[0.85,1.00]",300539,7/29/25,0.9516108,1,29.5,28.52,27.94,23.75,23.97,24.58,0
"[0.85,1.00]",300539,8/1/25,0.8884353,1,23.75,23.97,24.58,23.6,24.96,,1
"[0.85,1.00]",300539,8/4/25,0.87040603,1,23.97,24.58,23.6,24.96,,,1
"[0.85,1.00]",300546,7/1/25,0.88511366,1,32.73,30.72,30.36,30.8,31.35,32.39,0
"[0.85,1.00]",300551,7/11/25,0.8514488,1,12.22,13.17,12.73,12.04,11.94,11.74,1
"[0.85,1.00]",300554,8/1/25,0.8773923,1,24.09,24.09,25.8,26.21,26.57,,1
"[0.85,1.00]",300564,7/22/25,0.9091909,1,20.86,25.03,22.5,18.8,18.42,19.33,1
"[0.85,1.00]",300584,6/16/25,0.85597956,1,40.99,38.87,39.62,36.1,38.52,43.1,1
"[0.85,1.00]",300588,7/28/25,0.88431734,1,18.4,20.15,18.86,19.55,19.38,19.12,1
"[0.85,1.00]",300591,6/25/25,0.9385163,1,8.33,10,11.23,11.25,10.4,10.66,1
"[0.85,1.00]",300591,6/26/25,0.8923815,1,10,11.23,11.25,10.4,10.66,11.57,1
"[0.85,1.00]",300591,6/27/25,0.8907731,1,11.23,11.25,10.4,10.66,11.57,11.59,1
"[0.85,1.00]",300591,7/1/25,0.89363414,1,10.4,10.66,11.57,11.59,11.73,12.7,1
"[0.85,1.00]",300591,7/3/25,0.93365383,1,11.57,11.59,11.73,12.7,12.85,11.9,1
"[0.85,1.00]",300591,7/4/25,0.8517896,1,11.59,11.73,12.7,12.85,11.9,11.29,1
"[0.85,1.00]",300600,6/25/25,0.8841099,1,11.27,13.52,12.96,15.55,15.72,14.71,1
"[0.85,1.00]",300600,6/26/25,0.9113471,1,13.52,12.96,15.55,15.72,14.71,14.16,1
"[0.85,1.00]",300600,6/30/25,0.85159254,1,15.55,15.72,14.71,14.16,14.27,15.3,1
"[0.85,1.00]",300600,7/1/25,0.8562873,1,15.72,14.71,14.16,14.27,15.3,15.58,0
"[0.85,1.00]",300600,7/3/25,0.88686824,1,14.16,14.27,15.3,15.58,14.85,13.94,1
"[0.85,1.00]",300600,7/11/25,0.8844609,1,16.73,16.27,15.85,16.17,16.58,15.89,0
"[0.85,1.00]",300600,8/7/25,0.89252245,1,22.36,,,,,,0
"[0.85,1.00]",300619,6/18/25,0.89675665,1,29.96,29.36,29.13,30.5,31.02,29.09,1
"[0.85,1.00]",300637,6/23/25,0.8667524,1,11.7,12.2,11.84,11.67,11.55,12.05,1
"[0.85,1.00]",300640,6/12/25,0.87558246,1,8.49820584,7.5805592,7.79999644,7.26,6.78,6.5,0
"[0.85,1.00]",300649,6/25/25,0.8689904,1,15.07,15.33,15.92,19.1,18.32,16.41,1
"[0.85,1.00]",300649,6/30/25,0.9022509,1,19.1,18.32,16.41,17.4,20.88,22.3,1
"[0.85,1.00]",300649,7/2/25,0.8524348,1,16.41,17.4,20.88,22.3,21.32,22.01,1
"[0.85,1.00]",300649,7/4/25,0.8627791,1,20.88,22.3,21.32,22.01,20.15,19.5,1
"[0.85,1.00]",300649,7/7/25,0.8870129,1,22.3,21.32,22.01,20.15,19.5,18.99,0
"[0.85,1.00]",300651,6/11/25,0.9132409,1,33.16,35.33,35.74,32.93,29.95,30.38,1
"[0.85,1.00]",300651,6/16/25,0.8638312,1,32.93,29.95,30.38,31.19,28.48,28.94,0
"[0.85,1.00]",300665,7/10/25,0.8521763,1,9.45,9.13,9.45,8.91,8.78,9.15,0
"[0.85,1.00]",300665,7/21/25,0.89199007,1,10.38,11.44,10.09,10.02,9.54,9.76,1
"[0.85,1.00]",300665,7/22/25,0.8849451,1,11.44,10.09,10.02,9.54,9.76,9.68,0
"[0.85,1.00]",300670,7/2/25,0.853062,1,7.86,8.21,7.71,7.86,8.14,7.9,1
"[0.85,1.00]",300683,7/28/25,0.8757786,1,43.9,50.61,51.98,56.33,59.56,58.15,1
"[0.85,1.00]",300696,8/5/25,0.87940377,1,32.17,32.82,31.36,,,,1
"[0.85,1.00]",300696,8/6/25,0.88718206,1,32.82,31.36,,,,,0
"[0.85,1.00]",300706,7/25/25,0.8578127,1,33.43,36.5,34.52,38.6,36.85,33.71,1
"[0.85,1.00]",300706,8/7/25,0.85154474,1,47.66,,,,,,0
"[0.85,1.00]",300732,7/31/25,0.890126,1,11.46,10.8,10.4,11.58,10.6,10.8,1
"[0.85,1.00]",300753,6/17/25,0.8569972,1,33.08,31.5,32.61,28.49,29.06,29.31,0
"[0.85,1.00]",300798,6/13/25,0.9108069,1,11.25,11.94,11.29,10.35,9.28,9.6,1
"[0.85,1.00]",300798,6/16/25,0.86567116,1,11.94,11.29,10.35,9.28,9.6,10.01,0
"[0.85,1.00]",300798,6/17/25,0.86167026,1,11.29,10.35,9.28,9.6,10.01,10.78,0
"[0.85,1.00]",300801,6/23/25,0.86636305,1,21.64,25.97,31.16,26.65,26.7,27.78,1
"[0.85,1.00]",300830,8/4/25,0.8715807,1,13.58,12.76,13.7,15.04,,,1
"[0.85,1.00]",300830,8/7/25,0.9035394,1,15.04,,,,,,0
"[0.85,1.00]",300858,8/4/25,0.86863995,1,22.66,20.33,19.52,19.26,,,0
"[0.85,1.00]",300872,6/16/25,0.8661038,1,22.68,23.12,22.44,22.12,21.12,22.38,1
"[0.85,1.00]",300875,6/11/25,0.8642838,1,25.96,26.19,31.43,37.72,43.94,51.08,1
"[0.85,1.00]",300875,6/16/25,0.8507963,1,37.72,43.94,51.08,49.77,47.43,51.51,1
"[0.85,1.00]",300875,6/23/25,0.8743465,1,51.51,42.32,45.12,44.57,41.69,45.49,0
"[0.85,1.00]",300875,6/24/25,0.90577316,1,42.32,45.12,44.57,41.69,45.49,46.94,1
"[0.85,1.00]",300875,8/6/25,0.87186795,1,58.06,61.72,,,,,1
"[0.85,1.00]",300885,7/23/25,0.9148438,1,17.76,18.6,17.53,17.09,20.51,23.35,1
"[0.85,1.00]",300885,7/25/25,0.8539685,1,17.53,17.09,20.51,23.35,23.12,21.91,1
"[0.85,1.00]",300885,7/29/25,0.8922849,1,20.51,23.35,23.12,21.91,23.93,24.05,1
"[0.85,1.00]",300885,7/30/25,0.89531124,1,23.35,23.12,21.91,23.93,24.05,28.86,1
"[0.85,1.00]",300885,7/31/25,0.93824095,1,23.12,21.91,23.93,24.05,28.86,30.81,1
"[0.85,1.00]",300885,8/1/25,0.89608,1,21.91,23.93,24.05,28.86,30.81,,1
"[0.85,1.00]",300885,8/4/25,0.9020223,1,23.93,24.05,28.86,30.81,,,1
"[0.85,1.00]",300885,8/6/25,0.8860448,1,28.86,30.81,,,,,1
"[0.85,1.00]",300886,6/11/25,0.86201763,1,34.35697287,41.22438056,37.45677518,37.30726703,34.23736635,31.54621965,1
"[0.85,1.00]",300941,6/17/25,0.8883403,1,31.12,30.4,28.16,26.9,28.5,29.24,0
"[0.85,1.00]",300941,6/19/25,0.863595,1,28.16,26.9,28.5,29.24,29.6,30.84,1
"[0.85,1.00]",300945,6/11/25,0.85189444,1,25.65,26.85,26.51,25.87,24.11,23.05,1
"[0.85,1.00]",300950,6/30/25,0.87487537,1,22.27,22.27,22.27,22.27,22.27,22.27,0
"[0.85,1.00]",300950,7/1/25,0.88614374,1,22.27,22.27,22.27,22.27,22.27,22.27,0
"[0.85,1.00]",300950,7/7/25,0.9309223,1,22.27,22.27,22.27,22.27,22.27,26.72,1
"[0.85,1.00]",300950,7/8/25,0.9664647,1,22.27,22.27,22.27,22.27,26.72,29.5,1
"[0.85,1.00]",300950,7/9/25,0.9664647,1,22.27,22.27,22.27,26.72,29.5,35.4,1
"[0.85,1.00]",300950,7/10/25,0.9664647,1,22.27,22.27,26.72,29.5,35.4,33.9,1
"[0.85,1.00]",300950,7/11/25,0.9664647,1,22.27,26.72,29.5,35.4,33.9,33.75,1
"[0.85,1.00]",300950,7/14/25,0.90812826,1,26.72,29.5,35.4,33.9,33.75,31.59,1
"[0.85,1.00]",300950,8/1/25,0.8570741,1,32.73,31.62,31.15,31.85,29.85,,0
"[0.85,1.00]",300961,7/3/25,0.85025,1,23.08,20.57,19.44,19.52,18.9,18.68,0
"[0.85,1.00]",300963,6/17/25,0.8587171,1,24.71,25.22,24.36,22.2,23.75,23.04,1
"[0.85,1.00]",300965,7/30/25,0.8514367,1,70.06,66,63.41,76.09,80.04,92,1
"[0.85,1.00]",300993,6/27/25,0.8570288,1,14.68,15.16,14.91,16.24,17.21,15.65,1
"[0.85,1.00]",300993,7/7/25,0.86651117,1,16.35,15.66,15.17,15.01,14.82,14.88,0
"[0.85,1.00]",300996,7/14/25,0.85675234,1,19.5,21.61,20.9,20.85,20.28,20.1,1
"[0.85,1.00]",300996,7/15/25,0.932374,1,21.61,20.9,20.85,20.28,20.1,19.3,0
"[0.85,1.00]",300996,7/18/25,0.86366713,1,20.28,20.1,19.3,19.09,19.47,19.34,0
"[0.85,1.00]",301005,6/11/25,0.8707099,1,38.6,36.6,35.07,35.32,35.43,35,0
"[0.85,1.00]",301012,7/14/25,0.8579917,1,19.28,19.28,23.14,25.4,23.43,24.13,1
"[0.85,1.00]",301012,7/15/25,0.88926184,1,19.28,23.14,25.4,23.43,24.13,22.98,1
"[0.85,1.00]",301022,6/26/25,0.87860096,1,40.66,38.23,36.31,34.39,34.88,33.48,0
"[0.85,1.00]",301024,6/20/25,0.85984,1,36.08,37.07,36.64,37.36,39.9,47.88,1
"[0.85,1.00]",301024,6/23/25,0.8685449,1,37.07,36.64,37.36,39.9,47.88,57.46,1
"[0.85,1.00]",301038,7/22/25,0.88380224,1,23.18,27.82,33.38,26.7,25.56,30.67,1
"[0.85,1.00]",301038,7/28/25,0.9449835,1,25.56,30.67,34,30.6,31.55,30.35,1
"[0.85,1.00]",301038,7/29/25,0.88849366,1,30.67,34,30.6,31.55,30.35,32.26,1
"[0.85,1.00]",301038,7/30/25,0.87237847,1,34,30.6,31.55,30.35,32.26,29.11,0
"[0.85,1.00]",301038,7/31/25,0.8866452,1,30.6,31.55,30.35,32.26,29.11,29.15,1
"[0.85,1.00]",301038,8/5/25,0.8728776,1,32.26,29.11,29.15,,,,0
"[0.85,1.00]",301038,8/6/25,0.8668535,1,29.11,29.15,,,,,1
"[0.85,1.00]",301079,6/30/25,0.959628,1,31.9,31.9,31.9,31.9,31.9,33.03,1
"[0.85,1.00]",301079,7/1/25,0.9404519,1,31.9,31.9,31.9,31.9,33.03,32.4,1
"[0.85,1.00]",301079,7/2/25,0.9404519,1,31.9,31.9,31.9,33.03,32.4,34.45,1
"[0.85,1.00]",301079,7/3/25,0.9404519,1,31.9,31.9,33.03,32.4,34.45,34.59,1
"[0.85,1.00]",301079,7/4/25,0.9404519,1,31.9,33.03,32.4,34.45,34.59,32.89,1
"[0.85,1.00]",301079,7/7/25,0.85263276,1,33.03,32.4,34.45,34.59,32.89,31.78,1
"[0.85,1.00]",301117,8/6/25,0.8608388,1,35.72,42.86,,,,,1
"[0.85,1.00]",301120,7/10/25,0.85252994,1,14.24,13.03,13.85,12.99,12.64,12.62,0
"[0.85,1.00]",301125,6/27/25,0.853334,1,14.69,17.63,16.94,16.56,15.86,15.47,1
"[0.85,1.00]",301137,6/13/25,0.8511845,1,40.24,40.66,41.73,41.17,35.54,33.93,1
"[0.85,1.00]",301137,6/17/25,0.8866496,1,41.73,41.17,35.54,33.93,36.44,35.52,0
"[0.85,1.00]",301150,7/29/25,0.8523513,1,26.96,25.57,28.56,28.01,29.07,28.27,1
"[0.85,1.00]",301161,7/22/25,0.85705864,1,35.51,29.81,29.8,28.11,29.46,29.36,0
"[0.85,1.00]",301161,8/4/25,0.85084194,1,31.19,32.57,34.4,36.98,,,1
"[0.85,1.00]",301161,8/6/25,0.8588106,1,34.4,36.98,,,,,1
"[0.85,1.00]",301176,6/26/25,0.85473335,1,25.05,24.95,26.75,26.08,27.2,32.64,1
"[0.85,1.00]",301176,7/9/25,0.8556178,1,39.46,36.75,34.52,37.3,35.03,33.11,0
"[0.85,1.00]",301197,6/16/25,0.8535123,1,22.19,22.55,20.83,22,19.59,20.56,1
"[0.85,1.00]",301197,6/26/25,0.86379653,1,21.8,23.1,23,22.44,21.33,21.25,1
"[0.85,1.00]",301200,8/5/25,0.8554493,1,83.5,88,87.83,,,,1
"[0.85,1.00]",301217,7/7/25,0.8798847,1,14.95,16.88,20.26,19.26,19.23,20.1,1
"[0.85,1.00]",301217,7/9/25,0.88452727,1,20.26,19.26,19.23,20.1,19.2,18.4,0
"[0.85,1.00]",301217,7/11/25,0.8737487,1,19.23,20.1,19.2,18.4,20.86,21.52,1
"[0.85,1.00]",301217,7/15/25,0.8639726,1,19.2,18.4,20.86,21.52,21.13,20.02,1
"[0.85,1.00]",301217,7/22/25,0.87174684,1,20.02,19.53,23.44,20.9,25.08,26.78,1
"[0.85,1.00]",301217,7/24/25,0.8502038,1,23.44,20.9,25.08,26.78,26.57,26.02,1
"[0.85,1.00]",301235,7/31/25,0.8515812,1,35.2,33.1,30.92,31.4,30.4,31.33,0
"[0.85,1.00]",301258,7/29/25,0.8571964,1,36.36,35.67,35.17,35.18,35.65,35.96,0
"[0.85,1.00]",301265,7/21/25,0.85301834,1,12.85,12.49,12,12.33,12.18,11.93,0
"[0.85,1.00]",301292,6/19/25,0.87711996,1,19.6,23.52,26.68,25.57,24.63,23.7,1
"[0.85,1.00]",301357,6/11/25,0.9316728,1,37.11,36.05,43.26,45,45.86,55.03,1
"[0.85,1.00]",301357,6/12/25,0.8907698,1,36.05,43.26,45,45.86,55.03,66.04,1
"[0.85,1.00]",301357,6/13/25,0.92217344,1,43.26,45,45.86,55.03,66.04,60,1
"[0.85,1.00]",301357,6/16/25,0.93565005,1,45,45.86,55.03,66.04,60,62.2,1
"[0.85,1.00]",301357,6/17/25,0.91227525,1,45.86,55.03,66.04,60,62.2,53.85,1
"[0.85,1.00]",301357,6/20/25,0.8680865,1,60,62.2,53.85,64.62,70.01,80.5,1
"[0.85,1.00]",301357,6/23/25,0.92255086,1,62.2,53.85,64.62,70.01,80.5,95.46,1
"[0.85,1.00]",301357,6/24/25,0.8958259,1,53.85,64.62,70.01,80.5,95.46,88.06,1
"[0.85,1.00]",301357,6/25/25,0.93903667,1,64.62,70.01,80.5,95.46,88.06,77.99,1
"[0.85,1.00]",301357,6/26/25,0.96492255,1,70.01,80.5,95.46,88.06,77.99,80.19,1
"[0.85,1.00]",301357,7/17/25,0.885783,1,85.47,83.61,83.02,90.08,81.12,82.04,1
"[0.85,1.00]",301357,7/22/25,0.85442746,1,90.08,81.12,82.04,78.6,81.55,87.36,0
"[0.85,1.00]",301357,7/28/25,0.86680734,1,81.55,87.36,87.83,102.95,95.65,114.78,1
"[0.85,1.00]",301357,7/29/25,0.8893858,1,87.36,87.83,102.95,95.65,114.78,131.58,1
"[0.85,1.00]",301357,7/31/25,0.89755505,1,102.95,95.65,114.78,131.58,157.9,159.99,1
"[0.85,1.00]",301388,7/7/25,0.85345834,1,31.74,38.09,39.98,35.79,35.11,42.13,1
"[0.85,1.00]",301388,7/14/25,0.87983084,1,42.13,38.55,38.18,38.3,40.21,40.23,0
"[0.85,1.00]",301388,7/15/25,0.85473204,1,38.55,38.18,38.3,40.21,40.23,37.99,1
"[0.85,1.00]",301389,7/4/25,0.89243674,1,31.92,32.41,33.66,38.01,34.14,33.35,1
"[0.85,1.00]",301389,7/8/25,0.88697785,1,33.66,38.01,34.14,33.35,33,32.81,1
"[0.85,1.00]",301389,7/9/25,0.86164933,1,38.01,34.14,33.35,33,32.81,32.18,0
"[0.85,1.00]",301389,7/28/25,0.8582095,1,34.99,36.15,35.25,38.46,43.1,51.72,1
"[0.85,1.00]",301389,7/31/25,0.88950485,1,38.46,43.1,51.72,51.87,55.5,51,1
"[0.85,1.00]",301389,8/1/25,0.90654665,1,43.1,51.72,51.87,55.5,51,,1
"[0.85,1.00]",301389,8/4/25,0.86033076,1,51.72,51.87,55.5,51,,,1
"[0.85,1.00]",301505,7/3/25,0.91015095,1,21.56,21.56,21.56,21.56,21.56,21.56,0
"[0.85,1.00]",301505,7/8/25,0.88733774,1,21.56,21.56,21.56,21.56,21.56,20.88,0
"[0.85,1.00]",301505,7/9/25,0.8890707,1,21.56,21.56,21.56,21.56,20.88,19.89,0
"[0.85,1.00]",301505,7/10/25,0.9620352,1,21.56,21.56,21.56,20.88,19.89,20.61,0
"[0.85,1.00]",301505,7/11/25,0.9620352,1,21.56,21.56,20.88,19.89,20.61,21.05,0
"[0.85,1.00]",301505,7/14/25,0.9620352,1,21.56,20.88,19.89,20.61,21.05,21.48,0
"[0.85,1.00]",301505,7/15/25,0.86754066,1,20.88,19.89,20.61,21.05,21.48,21.2,1
"[0.85,1.00]",301511,6/30/25,0.8764369,1,20.7,21.38,22.76,23.48,24.4,25.22,1
"[0.85,1.00]",301526,7/8/25,0.88351154,1,5.04,5.34,5.5,5,4.88,4.78,1
"[0.85,1.00]",600110,6/18/25,0.8863061,1,4.25,4.68,5.15,5.67,6.24,6.86,1
"[0.85,1.00]",600110,6/19/25,0.914119,1,4.68,5.15,5.67,6.24,6.86,7.2,1
"[0.85,1.00]",600110,6/20/25,0.9505021,1,5.15,5.67,6.24,6.86,7.2,6.82,1
"[0.85,1.00]",600110,6/23/25,0.9465282,1,5.67,6.24,6.86,7.2,6.82,6.99,1
"[0.85,1.00]",600110,6/24/25,0.9130727,1,6.24,6.86,7.2,6.82,6.99,6.29,1
"[0.85,1.00]",600110,6/25/25,0.87430906,1,6.86,7.2,6.82,6.99,6.29,5.77,1
"[0.85,1.00]",600110,6/26/25,0.8627868,1,7.2,6.82,6.99,6.29,5.77,5.99,0
"[0.85,1.00]",600110,7/31/25,0.8687212,1,6.26,6.05,5.99,6.37,6.39,6.16,1
"[0.85,1.00]",600113,6/17/25,0.8536594,1,15.85,17.44,18.81,20.69,22.76,25.04,1
"[0.85,1.00]",600113,6/18/25,0.9202913,1,17.44,18.81,20.69,22.76,25.04,25.3,1
"[0.85,1.00]",600113,6/20/25,0.87746173,1,20.69,22.76,25.04,25.3,27.83,28.64,1
"[0.85,1.00]",600113,6/24/25,0.8893396,1,25.04,25.3,27.83,28.64,25.78,25.07,1
"[0.85,1.00]",600113,6/25/25,0.87751,1,25.3,27.83,28.64,25.78,25.07,27.58,1
